reward_pointer,reward_position,surprise_pointer,surprise_position,steps_after_reward,anchor_pointer,anchor_position,hash_key,env,score_context_start,score,abs_td_error,value_previous,value,value_next,value_diff,z_td,z_value_signal,reward_at_surprise
43285,43285,43287,43287,2,43285,43285,804,0,43225,0.10479071736335754,0.06716698408126831,0.050650954246520996,0.10317254066467285,0.03655385971069336,0.052521586418151855,0.10691127926111221,0.5097629427909851,0.0
43076,43076,43077,43077,1,43075,43075,812,0,43015,0.1028771698474884,0.15103186666965485,0.32031238079071045,0.11990070343017578,-0.03160524368286133,-0.20041167736053467,0.7598331570625305,-1.9311022758483887,0.0
23899,23899,23900,23900,1,23898,23898,300,0,23838,0.1020078957080841,0.07904214411973953,0.15851080417633057,0.1164100170135498,0.03793692588806152,-0.04210078716278076,0.19936418533325195,-0.4033651351928711,0.0
50534,50534,50536,50536,2,50534,50534,372,0,50474,0.10032043606042862,0.07359030842781067,0.10635638236999512,0.09457921981811523,0.021308541297912598,-0.011777162551879883,0.1569194495677948,-0.11073504388332367,0.0
47231,47231,47233,47233,2,47231,47231,377,0,47171,0.09839490056037903,0.06996776163578033,0.044176459312438965,0.05815601348876953,-0.011991620063781738,0.013979554176330566,0.12871645390987396,0.13782331347465515,0.0
9053,9053,9055,9055,2,9053,9053,893,0,8993,0.09172890335321426,0.07186811417341232,0.19893181324005127,0.1871246099472046,0.1170116662979126,-0.01180720329284668,0.14351147413253784,-0.11102494597434998,0.0
44062,44062,44065,44065,3,44063,44063,852,0,44003,0.09157797694206238,0.11349743604660034,0.5399305820465088,0.38098645210266113,0.27156245708465576,-0.15894412994384766,0.46761250495910645,-1.530930757522583,0.0
42301,42301,42301,42301,0,42299,42299,820,0,42239,0.08225605636835098,0.7589402198791504,0.9491714239120483,0.5142858028411865,0.27738678455352783,-0.4348856210708618,5.492644309997559,-4.193830966949463,1.0
50711,50711,50713,50713,2,50711,50711,771,0,50651,0.07814984023571014,0.0651087760925293,0.0030649900436401367,0.03483998775482178,0.10147082805633545,0.03177499771118164,0.09088730067014694,0.30955350399017334,0.0
23978,23978,23981,23981,3,23979,23979,793,0,23919,0.06067799776792526,0.08819800615310669,0.42108452320098877,0.27767276763916016,0.19236016273498535,-0.1434117555618286,0.27064624428749084,-1.3810396194458008,0.0
46434,46434,46434,46434,0,46432,46432,647,0,46372,0.05951349064707756,0.9966089725494385,0.7001729011535645,0.2013082504272461,0.20093119144439697,-0.49886465072631836,7.342991352081299,-4.811243534088135,1.0
